"","X","participant","ProlificParticipantID","font","crowdingDistance_Left","crowdingDistance_Right","questSD_Left","questSD_Right","CMFRT","CMMNT","readingSpeedMeanWPM","questMeanAtEndOfTrialsLoop","rsvpQuestSD","rsvpReadingSpeed","BTY","CMFRTOR","readingCorpus","readingPC","STAB_1","STAB_2","STAB_3","COMP_1","COMP_2","COMP_3","FONTS","AGE","ART","MUSIC","USE","SIMP","DYN_1","DYN_2","DYN_3","CLIKE_1","CLIKE_2","CLIKE_3","ABT","SEX","ARTIST","MUSICIAN","BC","MIN","DLIKE_1","DLIKE_2","DLIKE_3","CBEAUT_1","CBEAUT_2","CBEAUT_3","PROF","ARTYR","MUSICYR","CHALL","BEH","DBEUT_1","DBEUT_2","DBEUT_3","EDU","GRAPH","READ","ARTCHALL","COMP","ETHN","ABST","LATIN","PRED","SYM","MOD","RAD","SONG","PROB","crowdingBlock","rsvpBlock","readingBlock","cores","deviceBrowser","deviceBrowserVersion","deviceType","deviceSystem","screenSize","timestamp","fontGroup","count_Left","count_Right","logLRCrowdingDistance","logCrowdingDistance_Right","logCrowdingDistance_Left","logBouma","condition","Subcategory","perimetricComplexity","perimetricComplexityMin","perimetricComplexityMax","perimetricComplexitySD","perimetricComplexityWCapitals","NadineCategory","HannesCategory","LauraCategory","Category","Category2","xHeightToNominal","spacingToNominal"
"660",2133,"TallBronzeBat364","6582f7759b8356cebd01a772","Zapfino",NA,NA,0.500524312,0.083418013,6,"It's fairly easy when the letters are arranged in a normal English word.  It is not an entirely uncommon font.",226.1709648312,-1.958983315,0.138098017,NA,6,4,"Colours.txt",0.6,"4","6","1",3,4,"6","Yes","43",2,7,5,7,"3","2",5,2,4,"5","Cognition and fonts","Male","No","Yes",1,7,"3","2","5","2",4,"5","Durable Medical Equipment Specialist III","0","7",1,7,"3","2","2","Bachelor's degree (4-year)",4,7,1,7,"White/Caucasian",1,2,"My Analytical Style/Nature",4,5,2,"Symptom of Being Human and Hush","No",17,21,16,8,"Chrome","131.0.0.0","desktop","Windows 10","1366,768",2025-01-14 16:42:20.254,"A",9,15,NA,NA,NA,NA,"retest","Script",58.6104,24.6088,151.4644,29.8879,48.6664,"Script","Script","Script","Script","Script",0.53,0.26
"661",739,"CrazyNavyWhale969","65b29244459729780361bfbc","Agoesa",6.422525107,8.250251235,0.051829146,0.05332571,3,"it strains the eyes and its hard to make out the letters",476.261873473096,0.191541248,0.031276806,38.6020174204615,1,7,"Beaver.txt",0.6,"1","2","7",7,7,"7","Yes","35",7,7,5,7,"4","3",5,7,6,"4","attention to detail and speed reading","Other","No","No",4,7,"5","4","4","7",6,"4","clerical worker","0","0",4,7,"5","3","4","Bachelor's degree (4-year)",2,5,4,6,"Hispanic or Latino",4,1,"not that i can think of",7,4,6,"this is america by childish gambino and blank space by iprevail","no",23,31,18,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 10:37:03.38,"G",35,35,0.862086492245022,0.916467173799967,0.807705810690076,0.163116487909003,"test","",12.6747,10.0403,16.9394,1.9155,15.0383,"Display","Display","Display","Display","Display",0.52,0.56
"662",740,"CrazyNavyWhale969","65b29244459729780361bfbc","LeMonde",0.540014342,0.370861175,0.054656186,0.045972727,7,"It was smooth and very easy to read.",162.37401113744,-0.946973404,0.034710944,531.03684444366,3,1,"Winter.txt",0.6,"1","2","7",7,7,"7","Yes","35",7,7,5,7,"4","3",5,7,6,"4","attention to detail and speed reading","Other","No","No",4,7,"5","4","4","7",6,"4","clerical worker","0","0",4,7,"5","3","4","Bachelor's degree (4-year)",2,5,4,6,"Hispanic or Latino",4,1,"not that i can think of",7,4,6,"this is america by childish gambino and blank space by iprevail","no",23,31,18,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 10:37:03.38,"G",35,35,-0.349191667918488,-0.430788630046513,-0.267594705790463,-1.04816167225451,"test","Serif",21.6606,16.8901,27.4514,3.1093,24.3146,"Text","Text","Text","Text","Serif",0.52,0.49
"663",741,"CrazyNavyWhale969","65b29244459729780361bfbc","ProximaNova",0.391427183,0.390486876,0.048520294,0.054431919,7,"it was simple and clean and easy to read",228.529491684453,-1.064829575,0.032655261,696.595757903088,4,5,"Desert.txt",0.8,"1","2","7",7,7,"7","Yes","35",7,7,5,7,"4","3",5,7,6,"4","attention to detail and speed reading","Other","No","No",4,7,"5","4","4","7",6,"4","clerical worker","0","0",4,7,"5","3","4","Bachelor's degree (4-year)",2,5,4,6,"Hispanic or Latino",4,1,"not that i can think of",7,4,6,"this is america by childish gambino and blank space by iprevail","no",23,31,18,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 10:37:03.38,"G",35,35,-0.407871287779713,-0.408393557885428,-0.407349017673999,-1.10684129211573,"test","Sans Serif",18.3678,14.212,23.1943,2.3854,19.6758,"Text","Text","Text","Text","Sans Serif",0.51,0.49
"664",2248,"WiseBlackCat844","65b29244459729780361bfbc","Agoesa",4.728047127,3.130943798,0.047891868,0.04656971,1,"the style of it is hard to read",NA,-0.425132836,0.042444816,159.69234060709,2,1,"Islands.txt",0.2,"4","3","5",7,7,"7","Yes","35",7,4,4,4,"5","2",4,4,4,"4","reading speed and attention span","Other","No","No",4,5,"5","5","5","4",4,"6","clerical worker","0","0",4,3,"3","6","5","Bachelor's degree (4-year)",2,5,5,5,"Two or more",7,1,"i like smoother fonts",3,5,7,"bad guy and oops i did it again","no",5,19,31,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 19:11:18.056,"G",35,35,0.585178534313603,0.495675271884708,0.674681796742498,-0.113791470022416,"retest","",12.6747,10.0403,16.9394,1.9155,15.0383,"Display","Display","Display","Display","Display",0.52,0.56
"665",2249,"WiseBlackCat844","65b29244459729780361bfbc","LeMonde",0.524910718,0.647374853,0.04637209,0.06487308,7,"much smoother and easier to read",NA,-0.791319633,0.036029429,371.082849970784,7,7,"Spiders.txt",0.2,"4","3","5",7,7,"7","Yes","35",7,4,4,4,"5","2",4,4,4,"4","reading speed and attention span","Other","No","No",4,5,"5","5","5","4",4,"6","clerical worker","0","0",4,3,"3","6","5","Bachelor's degree (4-year)",2,5,5,5,"Two or more",7,1,"i like smoother fonts",3,5,7,"bad guy and oops i did it again","no",5,19,31,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 19:11:18.056,"G",35,35,-0.234379366998851,-0.188844174589684,-0.279914559408018,-0.93334937133487,"retest","Serif",21.6606,16.8901,27.4514,3.1093,24.3146,"Text","Text","Text","Text","Serif",0.52,0.49
"666",2250,"WiseBlackCat844","65b29244459729780361bfbc","ProximaNova",0.694539506,0.445599791,0.047249714,0.047581506,7,"its smooth and easy to read",NA,-0.855770904,0.03500999,430.449447167642,7,7,"Colours.txt",0.2,"4","3","5",7,7,"7","Yes","35",7,4,4,4,"5","2",4,4,4,"4","reading speed and attention span","Other","No","No",4,5,"5","5","5","4",4,"6","clerical worker","0","0",4,3,"3","6","5","Bachelor's degree (4-year)",2,5,5,5,"Two or more",7,1,"i like smoother fonts",3,5,7,"bad guy and oops i did it again","no",5,19,31,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 19:11:18.056,"G",35,35,-0.254679033857323,-0.351055021531742,-0.158303046182905,-0.953649038193342,"retest","Sans Serif",18.3678,14.212,23.1943,2.3854,19.6758,"Text","Text","Text","Text","Sans Serif",0.51,0.49
"667",871,"FancyFirePear813","65b98fe25e75b5acc3f44626","Agoesa",12.35883747,7.915745363,0.045779005,0.048250601,1,"Terrible, very difficult to make out. Something about biomes here?",NA,-0.552597331,0.032700984,214.165041342668,1,1,"Beaver.txt",0.2,"7","3","7",5,5,"6","Yes","37",6,7,6,6,"3","5",6,6,6,"6","How people react to different fonts at a glance?","Male","No","Yes",7,5,"4","6","6","5",5,"5","Data analyst","1","20",7,5,"4","6","5","Some college",2,7,7,6,"Hispanic or Latino",6,2,"I like clean, readable fonts in most contexts, but in artistic contexts, I'm very loose. Especially in comic books, or other artforms along those lines.",6,6,5,"Romeo's Distress by Christian Death, Control by Joy Division","No.",35,20,34,12,"Microsoft Edge","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-23 17:54:05.591,"G",35,35,0.995234718049364,0.898491815192939,1.09197762090579,0.296264713713346,"test","",12.6747,10.0403,16.9394,1.9155,15.0383,"Display","Display","Display","Display","Display",0.52,0.56
"668",872,"FancyFirePear813","65b98fe25e75b5acc3f44626","LeMonde",1.183318801,0.877565744,0.046446814,0.058175477,4,"Font was good! Presentation was off.",NA,-1.154906189,0.03870486,857.151203753655,5,6,"Winter.txt",0.4,"7","3","7",5,5,"6","Yes","37",6,7,6,6,"3","5",6,6,6,"6","How people react to different fonts at a glance?","Male","No","Yes",7,5,"4","6","6","5",5,"5","Data analyst","1","20",7,5,"4","6","5","Some college",2,7,7,6,"Hispanic or Latino",6,2,"I like clean, readable fonts in most contexts, but in artistic contexts, I'm very loose. Especially in comic books, or other artforms along those lines.",6,6,5,"Romeo's Distress by Christian Death, Control by Joy Division","No.",35,20,34,12,"Microsoft Edge","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-23 17:54:05.591,"G",35,35,0.00819071345119865,-0.0567203378970369,0.0731017647994342,-0.69077929088482,"test","Serif",21.6606,16.8901,27.4514,3.1093,24.3146,"Text","Text","Text","Text","Serif",0.52,0.49
"669",873,"FancyFirePear813","65b98fe25e75b5acc3f44626","ProximaNova",1.335558859,0.434000854,0.046176959,0.048832649,2,"The font is clear. The presentation was difficult for me.",399.029955085931,-1.176930225,0.03865319,901.740291827612,4,6,"Desert.txt",1,"7","3","7",5,5,"6","Yes","37",6,7,6,6,"3","5",6,6,6,"6","How people react to different fonts at a glance?","Male","No","Yes",7,5,"4","6","6","5",5,"5","Data analyst","1","20",7,5,"4","6","5","Some college",2,7,7,6,"Hispanic or Latino",6,2,"I like clean, readable fonts in most contexts, but in artistic contexts, I'm very loose. Especially in comic books, or other artforms along those lines.",6,6,5,"Romeo's Distress by Christian Death, Control by Joy Division","No.",35,20,34,12,"Microsoft Edge","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-23 17:54:05.591,"G",35,35,-0.118423191736189,-0.362509415908866,0.125663032436487,-0.817393196072208,"test","Sans Serif",18.3678,14.212,23.1943,2.3854,19.6758,"Text","Text","Text","Text","Sans Serif",0.51,0.49
"670",1012,"FreeSilverTiger301","65b98fe25e75b5acc3f44626","Agoesa",NA,NA,NA,NA,NA,NA,NA,-0.430902528,0.033054152,161.828041577484,NA,NA,NA,NA,"7","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6",NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Microsoft Edge","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-24 17:27:27.241,"G",NA,NA,NA,NA,NA,NA,"retest","",12.6747,10.0403,16.9394,1.9155,15.0383,"Display","Display","Display","Display","Display",0.52,0.56
"671",1013,"FreeSilverTiger301","65b98fe25e75b5acc3f44626","LeMonde",NA,NA,NA,NA,NA,NA,NA,-1.164351893,0.035094636,875.998058003804,NA,NA,NA,NA,"7","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6",NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Microsoft Edge","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-24 17:27:27.241,"G",NA,NA,NA,NA,NA,NA,"retest","Serif",21.6606,16.8901,27.4514,3.1093,24.3146,"Text","Text","Text","Text","Serif",0.52,0.49
"672",1014,"FreeSilverTiger301","65b98fe25e75b5acc3f44626","ProximaNova",NA,NA,NA,NA,NA,NA,NA,-1.038073344,0.035958839,654.974805199378,NA,NA,NA,NA,"7","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6",NA,NA,NA,NA,NA,NA,NA,NA,"5","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Microsoft Edge","132.0.0.0","desktop","Windows 10","1920,1080",2025-01-24 17:27:27.241,"G",NA,NA,NA,NA,NA,NA,"retest","Sans Serif",18.3678,14.212,23.1943,2.3854,19.6758,"Text","Text","Text","Text","Sans Serif",0.51,0.49
"673",1882,"SpeedyForestLion967","65d6a41c1e0b776e613d7c33","Baskerville",1.558646221,1.026385303,0.051188076,0.045121123,4,"It is easy to read that font",239.177579143715,-1.143654513,0.033371288,835.229381401957,2,6,"Beaver.txt",0.6,"4","3","2",5,4,"3","Yes","44",4,6,5,5,"4","5",5,5,5,"3","if certain fonts are easier to read","Female","No","No",3,5,"2","3","5","5",4,"3","accountant","0","4",4,6,"3","3","5","Bachelor's degree (4-year)",3,4,5,4,"White/Caucasian",2,1,"I like symmetry",7,3,3,"Oceans, Vivaldi four seasons","no",35,10,20,8,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-15 16:25:22.947,"C",35,35,0.102028987791825,0.0113104246688024,0.192747550914847,-0.596941016544194,"test","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"674",1883,"SpeedyForestLion967","65d6a41c1e0b776e613d7c33","Rollerscript",2.136536332,1.948187633,0.07317505,0.061236998,3,"it is hard to read",178.657859683476,-1.021801875,0.034278711,630.889247166859,5,3,"Winter.txt",0.6,"4","3","2",5,4,"3","Yes","44",4,6,5,5,"4","5",5,5,5,"3","if certain fonts are easier to read","Female","No","No",3,5,"2","3","5","5",4,"3","accountant","0","4",4,6,"3","3","5","Bachelor's degree (4-year)",3,4,5,4,"White/Caucasian",2,1,"I like symmetry",7,3,3,"Oceans, Vivaldi four seasons","no",35,10,20,8,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-15 16:25:22.947,"C",35,35,0.309670532286242,0.289630782138223,0.329710282434262,-0.389299472049777,"test","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"675",1884,"SpeedyForestLion967","65d6a41c1e0b776e613d7c33","ScarletWood",1.487348473,1.490593428,0.050503819,0.050276215,5,"the font is easy to read and is also fun",262.447553654985,-1.172180397,0.035497708,891.931798569567,4,6,"Desert.txt",0.8,"4","3","2",5,4,"3","Yes","44",4,6,5,5,"4","5",5,5,5,"3","if certain fonts are easier to read","Female","No","No",3,5,"2","3","5","5",4,"3","accountant","0","4",4,6,"3","3","5","Bachelor's degree (4-year)",3,4,5,4,"White/Caucasian",2,1,"I like symmetry",7,3,3,"Oceans, Vivaldi four seasons","no",35,10,20,8,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-15 16:25:22.947,"C",35,35,0.172885967010182,0.173359202101781,0.172412731918583,-0.526084037325837,"test","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"676",322,"BravePurpleSpider632","65d6a41c1e0b776e613d7c33","Baskerville",1.147593541,2.627585707,0.060909275,0.047121849,3,"it is simple and clean, easy to read",195.161115020504,-1.067473031,0.034699334,700.848714969438,3,3,"Islands.txt",0.8,"3","2","1",6,4,"2","Yes","44",4,7,5,6,"4","6",7,4,4,"4","how people read different fonts and how they make the reader feel","Female","No","No",3,6,"2","5","5","5",4,"3","accountant","0","5",5,7,"2","5","5","Bachelor's degree (4-year)",3,6,5,4,"White/Caucasian",2,1,"I like clean and easy to read fonts",7,3,2,"Oceans by Hillsong United, Peace on Earth by Casting Crowns","no",29,33,26,8,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-16 11:18:58.095,"C",35,35,0.239672493028939,0.419556890816396,0.059788095241482,-0.45929751130708,"retest","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"677",323,"BravePurpleSpider632","65d6a41c1e0b776e613d7c33","Rollerscript",8.178505619,4.181558981,0.045295038,0.047040332,4,"It is more difficult but it is pretty and feels sophisticated",220.455950145462,-0.896188335,0.032280304,472.432303147986,5,3,"Spiders.txt",1,"3","2","1",6,4,"2","Yes","44",4,7,5,6,"4","6",7,4,4,"4","how people read different fonts and how they make the reader feel","Female","No","No",3,6,"2","5","5","5",4,"3","accountant","0","5",5,7,"2","5","5","Bachelor's degree (4-year)",3,6,5,4,"White/Caucasian",2,1,"I like clean and easy to read fonts",7,3,2,"Oceans by Hillsong United, Peace on Earth by Casting Crowns","no",29,33,26,8,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-16 11:18:58.095,"C",35,34,0.767006091647621,0.621338226899162,0.912673956396079,0.0680360873116018,"retest","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"678",324,"BravePurpleSpider632","65d6a41c1e0b776e613d7c33","ScarletWood",0.682156001,1.439830329,0.067175473,0.062187534,3,"Easy to read font but feels childish like a kids text",147.861147429886,-1.066892782,0.034084626,699.912955396812,4,3,"Colours.txt",1,"3","2","1",6,4,"2","Yes","44",4,7,5,6,"4","6",7,4,4,"4","how people read different fonts and how they make the reader feel","Female","No","No",3,6,"2","5","5","5",4,"3","accountant","0","5",5,7,"2","5","5","Bachelor's degree (4-year)",3,6,5,4,"White/Caucasian",2,1,"I like clean and easy to read fonts",7,3,2,"Oceans by Hillsong United, Peace on Earth by Casting Crowns","no",29,33,26,8,"Chrome","131.0.0.0","desktop","Windows 10","1536,864",2025-01-16 11:18:58.095,"C",35,35,-0.00390248927582322,0.158311317428199,-0.166116295979846,-0.702872493611842,"retest","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"679",1036,"GrandBlackTiger162","65dfc1cb5d408773b1a4271a","Edwardian",10.29062486,9.811038489,0.048641077,0.046947333,3,"It's difficult to discern some letters from others, and the font is cramped together making it harder to read",NA,-1.233419161,0.032504486,1026.99992382265,6,2,"Beaver.txt",0.2,"6","5","3",5,6,"7","Yes","21",7,7,4,5,"3","3",6,5,5,"5","Rating the readability of certain fonts or objects and how the human eye reacts to various stimuli? I honestly have no clue lol","Female","Yes","No",6,5,"3","6","7","4",3,"5","Special education paraprofessional","0","0",7,6,"2","5","5","Some college",2,4,7,7,"White/Caucasian",6,2,"I prefer something easy to read but still modern and stylish, think a basic helvetica or georgia, a times new roman if i'm feeling fancy",5,6,6,"Degausser by Brand New and Berlin got Blurry by Parquet Courts","Nope",17,33,14,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1728,1080",2025-01-15 16:09:00.412,"B",35,35,1.00207836297519,0.991714979466787,1.01244174648359,0.303108358639171,"test","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"680",1037,"GrandBlackTiger162","65dfc1cb5d408773b1a4271a","Georgia",0.812326091,NA,0.046632955,0.115344433,5,"It was a lot better than the previous font. It's not as cramped and is more simple, but not as simple as an arial or calibri-esque font",NA,-1.492410337,0.033960206,1864.49656412055,NA,3,"Winter.txt",0.4,"6","5","3",5,6,"7","Yes","21",7,7,4,5,"3","3",6,5,5,"5","Rating the readability of certain fonts or objects and how the human eye reacts to various stimuli? I honestly have no clue lol","Female","Yes","No",6,5,"3","6","7","4",3,"5","Special education paraprofessional","0","0",7,6,"2","5","5","Some college",2,4,7,7,"White/Caucasian",6,2,"I prefer something easy to read but still modern and stylish, think a basic helvetica or georgia, a times new roman if i'm feeling fancy",5,6,6,"Degausser by Brand New and Berlin got Blurry by Parquet Courts","Nope",17,33,14,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1728,1080",2025-01-15 16:09:00.412,"B",35,35,NA,NA,-0.0902695974915534,NA,"test","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"681",1038,"GrandBlackTiger162","65dfc1cb5d408773b1a4271a","Museo",0.516836724,0.297289112,0.04630983,0.047106295,6,"It was smooth and simple, easy to read. Not as memorable as the others though",NA,-1.242723575,0.033117516,1049.23996766053,NA,4,"Desert.txt",0.4,"6","5","3",5,6,"7","Yes","21",7,7,4,5,"3","3",6,5,5,"5","Rating the readability of certain fonts or objects and how the human eye reacts to various stimuli? I honestly have no clue lol","Female","Yes","No",6,5,"3","6","7","4",3,"5","Special education paraprofessional","0","0",7,6,"2","5","5","Some college",2,4,7,7,"White/Caucasian",6,2,"I prefer something easy to read but still modern and stylish, think a basic helvetica or georgia, a times new roman if i'm feeling fancy",5,6,6,"Degausser by Brand New and Berlin got Blurry by Parquet Courts","Nope",17,33,14,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1728,1080",2025-01-15 16:09:00.412,"B",35,35,-0.406733815604584,-0.526820996226978,-0.28664663498219,-1.1057038199406,"test","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"682",2260,"WiseBrownCake591","65dfc1cb5d408773b1a4271a","Edwardian",5.113318317,3.924384911,0.047204503,0.046067477,4,"Difficult to recognize certain letters like ""i"" or ""f"", but it was very beautiful. Not good for readability though",201.111139043214,-1.269316964,0.032844386,1115.49650619296,6,3,"Islands.txt",0.6,"3","4","3",6,6,"4","Yes","21",7,7,5,5,"4","5",6,4,5,"3","Examining how eye movements can examine the readability of fonts, which will be useful in graphic design.","Female","Yes","No",6,4,"2","5","5","3",6,"4","Special education paraprofessional","0","0",7,4,"2","3","4","Some college",2,5,7,6,"White/Caucasian",6,1,"I like simplicity, but also standing out from the crowd. However, with fonts I want something that matches the theme of what I'm writing. I'm a huge fan of bold italicized Helvetica, Georgia, and Times New Roman.",4,6,5,"Degausser by Brand New and Disintegration by The Cure","Nope",5,23,27,10,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1728,1080",2025-01-22 15:29:39.412,"B",35,35,0.651237213354475,0.59377159721075,0.708702829498199,-0.047732790981544,"retest","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"683",2261,"WiseBrownCake591","65dfc1cb5d408773b1a4271a","Georgia",0.475013123,0.564211767,0.049560861,0.049576547,5,"Good, it feels more ""professional"" and stronger than the other fonts",265.627000022136,-1.400988569,0.032081362,1510.56639674022,NA,5,"Spiders.txt",1,"3","4","3",6,6,"4","Yes","21",7,7,5,5,"4","5",6,4,5,"3","Examining how eye movements can examine the readability of fonts, which will be useful in graphic design.","Female","Yes","No",6,4,"2","5","5","3",6,"4","Special education paraprofessional","0","0",7,4,"2","3","4","Some college",2,5,7,6,"White/Caucasian",6,1,"I like simplicity, but also standing out from the crowd. However, with fonts I want something that matches the theme of what I'm writing. I'm a huge fan of bold italicized Helvetica, Georgia, and Times New Roman.",4,6,5,"Degausser by Brand New and Disintegration by The Cure","Nope",5,23,27,10,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1728,1080",2025-01-22 15:29:39.412,"B",35,35,-0.285926126361062,-0.248557860594906,-0.323294392127218,-0.984896130697081,"retest","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"684",2262,"WiseBrownCake591","65dfc1cb5d408773b1a4271a","Museo",0.718915303,NA,0.046535715,0.113403933,5,"Very good for readability, it provides enough character to stand out but enough simplicity to make it a smooth reading experience",203.679815330301,-1.295326059,0.032624613,1184.34248694995,NA,5,"Colours.txt",0.8,"3","4","3",6,6,"4","Yes","21",7,7,5,5,"4","5",6,4,5,"3","Examining how eye movements can examine the readability of fonts, which will be useful in graphic design.","Female","Yes","No",6,4,"2","5","5","3",6,"4","Special education paraprofessional","0","0",7,4,"2","3","4","Some college",2,5,7,6,"White/Caucasian",6,1,"I like simplicity, but also standing out from the crowd. However, with fonts I want something that matches the theme of what I'm writing. I'm a huge fan of bold italicized Helvetica, Georgia, and Times New Roman.",4,6,5,"Degausser by Brand New and Disintegration by The Cure","Nope",5,23,27,10,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1728,1080",2025-01-22 15:29:39.412,"B",35,35,NA,NA,-0.143322271795724,NA,"retest","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"685",1966,"SpicyGreenBean896","65e00891e4c0c8cad9c1583a","Sabon",NA,NA,NA,NA,NA,NA,NA,-1.243771757,0.032663703,1051.77539639502,NA,NA,NA,NA,"4","3","1",6,6,"5",NA,NA,NA,NA,NA,NA,"5","4",5,6,7,"6",NA,NA,NA,NA,NA,NA,"4","4","5","6",7,"6",NA,NA,NA,NA,NA,"4","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Microsoft Edge","132.0.0.0","desktop","OS X 10.15.7","1792,1120",2025-01-22 12:47:29.538,"H",NA,NA,NA,NA,NA,NA,"test","Serif",12.4718,9.9725,15.6452,1.4725,13.8503,"Text","Text","Text","Text","Serif",0.48,0.48
"686",1967,"SpicyGreenBean896","65e00891e4c0c8cad9c1583a","Frutiger",NA,NA,NA,NA,NA,NA,NA,-1.381455807,0.040904881,1444.13255170633,NA,NA,NA,NA,"4","3","1",6,6,"5",NA,NA,NA,NA,NA,NA,"5","4",5,6,7,"6",NA,NA,NA,NA,NA,NA,"4","4","5","6",7,"6",NA,NA,NA,NA,NA,"4","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Microsoft Edge","132.0.0.0","desktop","OS X 10.15.7","1792,1120",2025-01-22 12:47:29.538,"H",NA,NA,NA,NA,NA,NA,"test","Sans Serif",16.1878,12.6425,21.8769,2.2107,17.2632,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"687",1968,"SpicyGreenBean896","65e00891e4c0c8cad9c1583a","HautRelief",NA,NA,NA,NA,NA,NA,NA,-1.093235324,0.033663469,743.680808838394,NA,NA,NA,NA,"4","3","1",6,6,"5",NA,NA,NA,NA,NA,NA,"5","4",5,6,7,"6",NA,NA,NA,NA,NA,NA,"4","4","5","6",7,"6",NA,NA,NA,NA,NA,"4","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Microsoft Edge","132.0.0.0","desktop","OS X 10.15.7","1792,1120",2025-01-22 12:47:29.538,"H",NA,NA,NA,NA,NA,NA,"test","",17.7752,14.3441,23.7462,1.9733,19.3242,"Display","Display","Display","Display","Display",0.73,0.39
